,epoch,train_exact,train_f1,train_total,train_HasAns_exact,train_HasAns_f1,train_HasAns_total,train_NoAns_exact,train_NoAns_f1,train_NoAns_total,train_best_exact,train_best_exact_thresh,train_best_f1,train_best_f1_thresh,validation_exact,validation_f1,validation_total,validation_HasAns_exact,validation_HasAns_f1,validation_HasAns_total,validation_NoAns_exact,validation_NoAns_f1,validation_NoAns_total,validation_best_exact,validation_best_exact_thresh,validation_best_f1,validation_best_f1_thresh
0,0,15.685356701632148,19.488588413891907,130319,0.793586805035648,6.502267349027056,86821,45.40898432111821,45.40898432111821,43498,33.37809528925176,0.0,33.379033498093094,0.1512451171875,22.142676661332434,33.07072842820794,11873,10.39136302294197,32.278805436591725,5928,33.86038687973087,33.86038687973087,5945,50.08001347595385,0.118408203125,50.085684971139365,0.1602783203125
1,1,15.905585524750803,36.00523925091143,130319,13.261768466154502,43.431505902252105,86821,21.1825831072693,21.1825831072693,43498,34.292773885619134,0.15966796875,44.263969436469104,0.31591796875,17.948286027120357,36.536739583429096,11873,24.510796221322536,61.741010302640206,5928,11.404541631623212,11.404541631623212,5945,51.242314495072854,0.06658935546875,60.38972046558175,0.1751708984375
2,2,16.246287954941337,40.194334707692825,130319,17.630527176604737,53.576732642699085,86821,13.483378546140052,13.483378546140052,43498,36.61400102824607,0.1680908203125,53.504821503526486,0.36328125,17.156573738734945,36.25623432060374,11873,26.07962213225371,64.3337162767421,5928,8.259041211101767,8.259041211101767,5945,52.21932114882507,0.06683349609375,63.20673256140808,0.1334228515625
3,3,16.481096386559134,41.37385613942556,130319,18.760438142845626,56.1246652104188,86821,11.931583061290175,11.931583061290175,43498,38.1356517468673,0.16650390625,56.67287540790992,0.361328125,17.998820854038573,37.01153612932843,11873,27.884615384615383,65.96456957886535,5928,8.141295206055508,8.141295206055508,5945,53.558494062157834,0.1044921875,65.26171051505028,0.22607421875
4,4,16.722810948518635,42.12138104278513,130319,19.51601571048479,57.63946805628486,86821,11.147638971906755,11.147638971906755,43498,38.93522817087301,0.1724853515625,58.658940971240106,0.371826171875,17.956708498273393,37.321502029982966,11873,28.475033738191634,67.26015411639399,5928,7.468460891505467,7.468460891505467,5945,53.66798618714731,0.06561279296875,66.36734638806158,0.222412109375
5,5,16.953015293241968,42.55358043367642,130319,20.030868107946233,58.45751659778493,86821,10.809692399650558,10.809692399650558,43498,39.696437204091495,0.1728515625,60.13610872499826,0.381103515625,17.451360229091215,37.40505589494121,11873,27.564102564102566,67.52871603249548,5928,7.367535744322961,7.367535744322961,5945,53.592183946769985,0.06451416015625,67.02610717644922,0.20556640625
6,6,16.976803075530047,42.952891726526765,130319,20.187512237822645,59.1778244538672,86821,10.568301990896133,10.568301990896133,43498,40.147637719749234,0.1815185546875,61.06034474578971,0.385498046875,17.76299166175356,37.48648135191755,11873,28.10391363022942,67.60745497491786,5928,7.4516400336417155,7.4516400336417155,5945,53.6427187736882,0.082275390625,67.13343283939142,0.2386474609375
7,7,17.0312847704479,43.09929947388374,130319,20.489282546849264,59.61757648653008,86821,10.129201342590465,10.129201342590465,43498,40.587328018170794,0.183837890625,61.73458787739862,0.3671875,17.527162469468543,37.364815442814084,11873,28.053306342780026,67.78550164516325,5928,7.031118587047939,7.031118587047939,5945,53.6427187736882,0.10858154296875,67.20959439323804,0.2288818359375
8,8,17.149456334072546,43.37526984416013,130319,20.697757454993607,60.06290863755396,86821,10.067129523196469,10.067129523196469,43498,40.85052831897114,0.1943359375,62.40784866053947,0.369140625,17.68718942137623,37.66466920796245,11873,28.39068825910931,68.40293817579872,5928,7.014297729184189,7.014297729184189,5945,53.72694348521856,0.043701171875,67.59951986789434,0.10931396484375
9,9,17.19856659428019,43.506126767114836,130319,20.826758503127124,60.314612065785994,86821,9.956779622051588,9.956779622051588,43498,41.00092849085705,0.174072265625,62.797120853550844,0.38232421875,17.779836604059632,37.59325002629746,11873,28.39068825910931,68.0743349463943,5928,7.19932716568545,7.19932716568545,5945,54.05541986018698,0.06878662109375,67.8864842618678,0.1934814453125
10,10,17.247676854487835,43.66962871099901,130319,20.812936962255677,60.47249333673506,86821,10.131500298864315,10.131500298864315,43498,41.26336144384165,0.1689453125,63.0852576428855,0.3779296875,17.695611892529268,37.60668622122973,11873,28.39068825910931,68.26993682602166,5928,7.031118587047939,7.031118587047939,5945,54.013307504421796,0.0726318359375,67.705572648748,0.279541015625
