,epoch,train_exact,train_f1,train_total,train_HasAns_exact,train_HasAns_f1,train_HasAns_total,train_NoAns_exact,train_NoAns_f1,train_NoAns_total,train_best_exact,train_best_exact_thresh,train_best_f1,train_best_f1_thresh,validation_exact,validation_f1,validation_total,validation_HasAns_exact,validation_HasAns_f1,validation_HasAns_total,validation_NoAns_exact,validation_NoAns_f1,validation_NoAns_total,validation_best_exact,validation_best_exact_thresh,validation_best_f1,validation_best_f1_thresh
0,0,17.530828198497534,21.320806123363205,130319,0.8776678453369576,6.566454350795699,86821,50.77015035174031,50.77015035174031,43498,33.37809528925176,0.0,33.37990811633486,0.1375732421875,20.407647603806957,33.153774370648044,11873,12.06140350877193,37.59020970018674,5928,28.730025231286795,28.730025231286795,5945,50.07159100480081,0.0,50.09116322348026,0.1307373046875
1,1,15.762091483206593,36.818688884745576,130319,14.027712189447254,45.633829566246305,86821,19.223872361947677,19.223872361947677,43498,34.3595331455889,0.14404296875,45.540324353418896,0.338623046875,17.96513096942643,36.27539184146996,11873,26.11336032388664,62.786391250636065,5928,9.840201850294365,9.840201850294365,5945,51.19177966815464,0.080078125,60.58348384351146,0.18994140625
2,2,16.224802216100493,40.46016217469153,130319,17.961092362446873,54.3385571974938,86821,12.759207319876776,12.759207319876776,43498,36.864923763994504,0.17138671875,54.072750341462424,0.37353515625,17.87248378674303,36.81868728592028,11873,27.22672064777328,65.17346055089895,5928,8.544995794785534,8.544995794785534,5945,52.042449254611306,0.06756591796875,63.613456467480724,0.171875
3,3,16.5961985589208,41.68560796151757,130319,19.171628983771207,56.83102871352513,86821,11.455699112602879,11.455699112602879,43498,38.439521481902105,0.181884765625,57.44620648122392,0.365966796875,17.83037143097785,37.10105135543402,11873,28.154520917678813,66.75114418742656,5928,7.535744322960471,7.535744322960471,5945,53.491114292933545,0.1427001953125,66.45079490549425,0.288330078125
4,4,16.601569993631013,42.21685089738699,130319,19.6000967507861,58.048833716457516,86821,10.616580072647018,10.616580072647018,43498,39.27669794887929,0.19287109375,59.267080990708145,0.378173828125,17.367135517560854,37.00963693160831,11873,28.272604588394064,67.61393712702122,5928,6.492851135407906,6.492851135407906,5945,53.752210898677674,0.08447265625,66.83912763209356,0.1810302734375
5,5,16.61461490649867,42.639961547548786,130319,19.985948100114026,59.05019694445999,86821,9.885511977562187,9.885511977562187,43498,39.951196678918656,0.17333984375,60.70424907779688,0.362548828125,17.88090625789607,37.30069112161845,11873,28.677462887989204,67.5727236314056,5928,7.115222876366695,7.115222876366695,5945,53.364777225638,0.072265625,66.83001223300946,0.1600341796875
6,6,16.956084684504944,43.12719446309084,130319,20.37871021987768,59.66175067363336,86821,10.124603430042761,10.124603430042761,43498,40.40316454239213,0.1834716796875,61.63187148210726,0.3564453125,18.108312979028046,37.616795992911854,11873,29.166666666666668,68.23957807419686,5928,7.0815811606391925,7.0815811606391925,5945,54.25755916785985,0.07421875,67.52265837428004,0.277099609375
7,7,17.009799031607056,43.351430239502136,130319,20.557238456133884,60.096232908877816,86821,9.929192146765368,9.929192146765368,43498,40.77609558084393,0.17333984375,62.296948251709544,0.369140625,17.61980965215194,37.610186331804385,11873,28.036437246963562,68.0745179348026,5928,7.232968881412952,7.232968881412952,5945,53.6427187736882,0.041534423828125,67.4250337457638,0.1953125
8,8,17.08960320444448,43.629927943136686,130319,20.746132848043676,60.583367844433845,86821,9.791254770334268,9.791254770334268,43498,41.081500011510215,0.1842041015625,62.96701442130636,0.369873046875,17.68718942137623,37.54244048275909,11873,28.50877192982456,68.27621387513406,5928,6.896551724137931,6.896551724137931,5945,53.85328055251411,0.06829833984375,67.73214591947128,0.31689453125
9,9,17.087301160997246,43.55757875738826,130319,20.886651846903398,60.61874553488273,86821,9.503885236102809,9.503885236102809,43498,41.3454676601263,0.191650390625,63.34384127595867,0.3798828125,17.71245683483534,37.488509861123234,11873,28.728070175438596,68.3368889306871,5928,6.72834314550042,6.72834314550042,5945,53.78590078328982,0.053497314453125,67.40477727579687,0.2418212890625
10,10,17.140248160283612,43.64433149396032,130319,20.947696985752295,60.730533349781375,86821,9.540668536484436,9.540668536484436,43498,41.48896170167052,0.173583984375,63.51244581000557,0.36181640625,17.586119767539795,37.471527202068984,11873,28.60998650472335,68.43782767715284,5928,6.5937762825904125,6.5937762825904125,5945,53.76905584098375,0.056549072265625,67.58384701585162,0.272216796875
