,epoch,train_exact,train_f1,train_total,train_HasAns_exact,train_HasAns_f1,train_HasAns_total,train_NoAns_exact,train_NoAns_f1,train_NoAns_total,train_best_exact,train_best_exact_thresh,train_best_f1,train_best_f1_thresh,validation_exact,validation_f1,validation_total,validation_HasAns_exact,validation_HasAns_f1,validation_HasAns_total,validation_NoAns_exact,validation_NoAns_f1,validation_NoAns_total,validation_best_exact,validation_best_exact_thresh,validation_best_f1,validation_best_f1_thresh
0,0,16.011479523323537,18.18290775531643,130319,0.024187696525034264,3.283518454809655,86821,47.92174352843809,47.92174352843809,43498,33.37809528925176,0.0,33.37809528925176,0.0,16.196412027288808,18.831268266627035,11873,0.05060728744939271,5.3278758653279485,5928,32.29604709840202,32.29604709840202,5945,50.07159100480081,0.0,50.07159100480081,0.0
1,1,15.23492353379016,19.690549667623113,130319,0.8719088699738543,7.559838542920566,86821,43.90316796174537,43.90316796174537,43498,33.38039733269899,0.092041015625,33.394013085962754,0.1365966796875,25.334793228333194,32.53690767470218,11873,4.723346828609986,19.148229558323344,5928,45.88730025231287,45.88730025231287,5945,50.07159100480081,0.0,50.07676271596969,0.08929443359375
2,2,16.982174510240256,28.01771728867672,130319,5.257944506513401,21.82238052248541,86821,40.383465906478456,40.383465906478456,43498,33.41262594096026,0.10687255859375,36.21997819910728,0.249267578125,21.21620483449844,33.52420576331023,11873,12.753036437246964,37.404334518857034,5928,29.655172413793103,29.655172413793103,5945,50.08843594710688,0.06915283203125,51.35413705135587,0.2099609375
3,3,16.085912261450748,32.42571213415048,130319,9.24085186763571,33.767019265041846,86821,29.748494183640627,29.748494183640627,43498,33.6758262417606,0.1153564453125,41.43191082180777,0.30517578125,18.78211067127095,34.13094138343953,11873,16.852226720647774,47.59390469729756,5928,20.706476030277543,20.706476030277543,5945,50.10528088941295,0.053192138671875,54.22544002700503,0.168212890625
4,4,15.775136396074249,34.92161915504397,130319,11.812810264797687,40.5518306246884,86821,23.683847533219918,23.683847533219918,43498,34.33037392859061,0.14453125,45.08865192667583,0.3232421875,18.40309946938432,34.85674325486116,11873,19.669365721997302,52.62383816885417,5928,17.14045416316232,17.14045416316232,5945,50.16423818748421,0.09979248046875,55.82443365780686,0.26806640625
5,5,15.637781137055994,36.37027133687123,130319,13.20993768788657,44.32956762015671,86821,20.483700400018392,20.483700400018392,43498,34.95576239842233,0.133544921875,47.533201615989476,0.353759765625,18.0746230944159,35.39220201609215,11873,21.25506072874494,55.93988099478107,5928,14.903280067283431,14.903280067283431,5945,50.31584266823886,0.04620361328125,57.22279450602885,0.298095703125
6,6,15.848801786385716,37.32379015511031,130319,14.322571728038147,46.5566972186882,86821,18.895121614786888,18.895121614786888,43498,35.39468534902815,0.1435546875,49.19518180735305,0.348876953125,18.167270277099302,35.76879995610011,11873,22.452766531713902,57.706302611129566,5928,13.894028595458368,13.894028595458368,5945,50.374799966310114,0.040771484375,57.66933575367992,0.20849609375
7,7,16.003806045166094,37.97424619333925,130319,15.018255951901038,47.99605843827787,86821,17.970941192698515,17.970941192698515,43498,35.66632647580169,0.1436767578125,50.277824293099464,0.36181640625,17.88090625789607,35.78251366196403,11873,22.790148448043183,58.64470052437568,5928,12.985702270815812,12.985702270815812,5945,50.374799966310114,0.03253173828125,58.02839296288784,0.20556640625
8,8,15.775136396074249,38.16062408679984,130319,15.141498024671451,48.74229011837703,86821,17.03986390178859,17.03986390178859,43498,35.88885734236757,0.1546630859375,51.139735996824406,0.34033203125,17.87248378674303,35.851705607625256,11873,23.329959514170042,59.33996300258666,5928,12.430613961312027,12.430613961312027,5945,50.5095595047587,0.03448486328125,58.69235549743159,0.21728515625
9,9,16.026826479638427,38.60849251767616,130319,15.504313472546965,49.3995707998177,86821,17.069750333348658,17.069750333348658,43498,36.08836777446113,0.1435546875,51.689875959939414,0.357666015625,17.889328729049105,35.89208420833838,11873,23.667341430499324,59.72447972429163,5928,12.127838519764508,12.127838519764508,5945,50.560094331676915,0.02947998046875,59.008438108333024,0.2059326171875
10,10,16.068263261688625,38.675184191011894,130319,15.769226339249721,49.702391455850744,86821,16.665134029150767,16.665134029150767,43498,36.257951641740654,0.1561279296875,51.98260210243675,0.355224609375,17.788259075212668,35.85196816062458,11873,23.633603238866396,59.81282354438166,5928,11.959629941126998,11.959629941126998,5945,50.51798197591173,0.0274810791015625,58.97891755555503,0.187255859375
