,epoch,train_exact,train_f1,train_total,train_HasAns_exact,train_HasAns_f1,train_HasAns_total,train_NoAns_exact,train_NoAns_f1,train_NoAns_total,train_best_exact,train_best_exact_thresh,train_best_f1,train_best_f1_thresh,validation_exact,validation_f1,validation_total,validation_HasAns_exact,validation_HasAns_f1,validation_HasAns_total,validation_NoAns_exact,validation_NoAns_f1,validation_NoAns_total,validation_best_exact,validation_best_exact_thresh,validation_best_f1,validation_best_f1_thresh
0,0,19.806014472179804,24.787230137860004,130319,10.100090991810736,17.57693466252979,86821,39.178812818980184,39.178812818980184,43498,34.05182667147538,0.1949462890625,34.887435743536365,0.2265625,37.09256295797187,42.58461138749531,11873,59.159919028340084,70.15976568888823,5928,15.088309503784693,15.088309503784693,5945,62.73898761896741,0.2054443359375,66.17922594015556,0.2232666015625
1,1,39.52992272807496,49.98686907230462,130319,51.485239746144366,67.181197989354,86821,15.66738700629914,15.66738700629914,43498,56.117680461022566,0.326416015625,65.03806529440939,0.40673828125,41.31222100564305,46.05887316757548,11873,71.99730094466936,81.50421746265572,5928,10.714886459209419,10.714886459209419,5945,75.16213256969594,0.2294921875,79.13711408034165,0.27734375
2,2,42.86635103093179,53.007856693101616,130319,57.87655060411652,73.09902991658873,86821,12.906340521403283,12.906340521403283,43498,62.56033272201291,0.360595703125,71.5743127334435,0.40234375,42.43240966899688,46.79175027937543,11873,73.27935222672065,82.01053493033461,5928,11.67367535744323,11.67367535744323,5945,76.87189421376232,0.2451171875,80.57532207062428,0.272705078125
3,3,43.61298045565113,53.51016473908569,130319,59.2126328883565,74.06838390058542,86821,12.47643569819302,12.47643569819302,43498,64.56080847765867,0.3662109375,73.53646973605817,0.4169921875,42.33976248631348,46.39112364376361,11873,74.32523616734143,82.43957675816542,5928,10.445752733389403,10.445752733389403,5945,78.0510401751874,0.11279296875,81.45399169247676,0.127197265625
4,4,44.71796131032313,54.489605583866684,130319,61.38952557560959,76.05684005118266,86821,11.441905374959768,11.441905374959768,43498,66.655668014641,0.37060546875,75.55097687089514,0.4033203125,42.68508380358797,46.711556485547455,11873,76.46761133603239,84.53210360204181,5928,8.999158957106813,8.999158957106813,5945,79.27229849237766,0.1715087890625,82.69290638090233,0.1966552734375
5,5,45.63033786324327,55.38955252219169,130319,63.09648587323343,77.74514340009102,86821,10.76831118672123,10.76831118672123,43498,68.01080425724568,0.365966796875,76.97430936267311,0.39990234375,43.37572643813695,47.323879393111866,11873,78.28947368421052,86.19710189514456,5928,8.561816652649284,8.561816652649284,5945,80.06401078076307,0.1790771484375,83.47811290348602,0.17919921875
6,6,46.421473461275795,56.08014671710441,130319,64.27707582266963,78.77481991714178,86821,10.782104924364338,10.782104924364338,43498,69.07588302549897,0.343017578125,77.94407708991596,0.431640625,43.72104775541144,47.620953521583935,11873,79.08232118758434,86.89331666021691,5928,8.460891505466778,8.460891505466778,5945,80.83887812684242,0.170654296875,84.27511815317173,0.171630859375
7,7,46.79517184754334,56.37869590077043,130319,65.27683394570438,79.66177849935325,86821,9.906202584026852,9.906202584026852,43498,69.89080640581956,0.353759765625,78.74235360993586,0.3955078125,43.79684999578876,47.83468910335585,11873,79.65587044534414,87.74312815859375,5928,8.040370058873002,8.040370058873002,5945,81.00732754990314,0.17578125,84.54655521879019,0.17578125
8,8,46.94096793253478,56.46379779578323,130319,65.27683394570438,79.57067604552499,86821,10.34300427605867,10.34300427605867,43498,70.23994966198329,0.396240234375,79.0995165535186,0.42822265625,44.06636907268592,47.76748628300759,11873,79.50404858299595,86.91689686878358,5928,8.730025231286795,8.730025231286795,5945,81.26000168449423,0.175537109375,84.45673152602934,0.175537109375
9,9,46.959384280112644,56.48029307557361,130319,65.49452321442969,79.7854817764772,86821,9.963676490873144,9.963676490873144,43498,70.47475809360108,0.367431640625,79.31927169180958,0.401611328125,43.95687694769646,47.69573602118868,11873,79.40283400809717,86.89127425431386,5928,8.612279226240538,8.612279226240538,5945,81.21788932872904,0.1475830078125,84.47831956625461,0.15234375
10,10,47.16273145128493,56.6692572801163,130319,65.72142684373597,79.99079646038729,86821,10.120005517495057,10.120005517495057,43498,70.74486452474314,0.40087890625,79.5938066380085,0.40087890625,44.28535332266487,47.96365935381338,11873,79.84143049932524,87.20859101009208,5928,8.830950378469302,8.830950378469302,5945,81.46214099216711,0.1812744140625,84.69925302227624,0.20751953125
