,epoch,train_exact,train_f1,train_total,train_HasAns_exact,train_HasAns_f1,train_HasAns_total,train_NoAns_exact,train_NoAns_f1,train_NoAns_total,train_best_exact,train_best_exact_thresh,train_best_f1,train_best_f1_thresh,validation_exact,validation_f1,validation_total,validation_HasAns_exact,validation_HasAns_f1,validation_HasAns_total,validation_NoAns_exact,validation_NoAns_f1,validation_NoAns_total,validation_best_exact,validation_best_exact_thresh,validation_best_f1,validation_best_f1_thresh
0,0,21.780400402090255,27.801029832137232,130319,14.172838368597459,23.20985022856317,86821,36.96491792726103,36.96491792726103,43498,36.16740459948281,0.196044921875,38.31334204941554,0.2386474609375,37.94323254442853,43.525395529491924,11873,60.796221322537114,71.9765555198476,5928,15.155592935239698,15.155592935239698,5945,67.80931525309526,0.1348876953125,72.09685033747337,0.1527099609375
1,1,39.8829027233174,50.2393652419396,130319,52.42740811554808,67.97253935066821,86821,14.844360660260241,14.844360660260241,43498,58.777307990392806,0.33349609375,67.798107052655,0.37255859375,40.94163227490946,45.37423921469405,11873,72.62145748987854,81.49938296154883,5928,9.352396972245584,9.352396972245584,5945,76.5181504253348,0.06854248046875,80.28386017077004,0.0953369140625
2,2,43.06125737613088,53.13406131291341,130319,59.284044182858985,74.40340166823056,86821,10.680950848314865,10.680950848314865,43498,64.64444938957482,0.380126953125,73.77858570042754,0.41552734375,42.25553777478312,46.60913623342445,11873,76.90620782726046,85.62588976036565,5928,7.703952901597981,7.703952901597981,5945,79.8618714730902,0.153076171875,83.64549259821408,0.2322998046875
3,3,44.9090309164435,54.850345426317716,130319,62.5321062876493,77.45409711489339,86821,9.733780863487976,9.733780863487976,43498,67.58492621950752,0.34521484375,76.69318911851782,0.40771484375,42.634548976669755,46.76052867259337,11873,77.20985155195682,85.47364320676458,5928,8.15811606391926,8.15811606391926,5945,80.13139054998737,0.128662109375,83.82181468397069,0.134033203125
4,4,45.38248451875782,55.03695700478178,130319,63.39019361675171,77.88163232289448,86821,9.439514460434962,9.439514460434962,43498,68.7743153339114,0.390869140625,77.66458220730456,0.39599609375,43.224121957382295,47.31343838453563,11873,79.52091767881241,87.71127765512671,5928,7.031118587047939,7.031118587047939,5945,81.61374547292175,0.278564453125,85.2445041283577,0.278564453125
5,5,46.29869781075668,55.94504975537085,130319,65.07987698828624,79.55912669826472,86821,8.811899397673455,8.811899397673455,43498,70.21692922751096,0.375732421875,79.1152057433893,0.41162109375,43.17358713046408,47.10749737975282,11873,79.52091767881241,87.40001963390772,5928,6.930193439865433,6.930193439865433,5945,81.80746230944159,0.081787109375,85.24256745029325,0.1650390625
6,6,46.852722933724166,56.30114010785888,130319,66.00476843160065,80.18691650310298,86821,8.625683939491472,8.625683939491472,43498,71.0602444770141,0.367919921875,79.78999985700372,0.440185546875,43.923187063084306,47.69275519091863,11873,80.61740890688259,88.16735532756009,5928,7.333894028595458,7.333894028595458,5945,82.6918217805104,0.2203369140625,86.0644774265115,0.320068359375
7,7,47.05607010489645,56.48133397309611,130319,66.23282385597955,80.38021863419868,86821,8.779714009839532,8.779714009839532,43498,71.42780408075568,0.37353515625,80.22396447176172,0.426025390625,44.276930851511835,48.03205430049128,11873,80.9379217273954,88.45893736668906,5928,7.720773759461733,7.720773759461733,5945,83.01187568432579,0.1611328125,86.3235005380776,0.1617431640625
8,8,47.32233979695977,56.71891921276183,130319,66.81678395779822,80.92112314863664,86821,8.411881006023265,8.411881006023265,43498,71.9166046393849,0.380859375,80.67401608453058,0.4208984375,44.335888149583084,48.01709633291002,11873,81.61268556005398,88.98565869781383,5928,7.165685449957948,7.165685449957948,5945,83.20559252084561,0.23779296875,86.44384979099524,0.23779296875
9,9,47.49345835987078,56.937645072895734,130319,67.27059121641078,81.4463893327027,86821,8.01875948319463,8.01875948319463,43498,72.30795202541456,0.41064453125,81.17404372642609,0.4111328125,44.49591510149078,48.223223726959745,11873,82.28744939271255,89.75275561912832,5928,6.812447434819176,6.812447434819176,5945,83.55091383812011,0.1646728515625,86.84273683172857,0.1646728515625
10,10,47.68989940070136,57.129858976560435,130319,67.57351332051002,81.74296647085686,86821,8.002666789277669,8.002666789277669,43498,72.56501354368895,0.37939453125,81.40912283590154,0.46337890625,44.369578034195236,48.07075508959744,11873,82.13562753036437,89.54859567793356,5928,6.71152228763667,6.71152228763667,5945,83.52564642466099,0.169677734375,86.78829021059794,0.2012939453125
