,epoch,train_exact,train_f1,train_total,train_HasAns_exact,train_HasAns_f1,train_HasAns_total,train_NoAns_exact,train_NoAns_f1,train_NoAns_total,train_best_exact,train_best_exact_thresh,train_best_f1,train_best_f1_thresh,validation_exact,validation_f1,validation_total,validation_HasAns_exact,validation_HasAns_f1,validation_HasAns_total,validation_NoAns_exact,validation_NoAns_f1,validation_NoAns_total,validation_best_exact,validation_best_exact_thresh,validation_best_f1,validation_best_f1_thresh
0,0,19.726977647158126,24.98606309732341,130319,11.115974245862176,19.009902636226183,86821,36.914340889236286,36.914340889236286,43498,33.40725450625005,0.1470947265625,33.52401029342114,0.220703125,36.62090457340184,42.289906945205075,11873,60.391363022941974,71.74562502706115,5928,12.918418839360807,12.918418839360807,5945,57.52547797523793,0.288330078125,59.966374328884335,0.308837890625
1,1,39.87829863642293,50.424253410513934,130319,52.377880927425394,68.20744151996374,86821,14.929422042392753,14.929422042392753,43498,55.95193333282177,0.338623046875,64.83997834638228,0.392333984375,40.91636486145035,45.44840344700671,11873,72.43589743589743,81.51297134384451,5928,9.486963835155592,9.486963835155592,5945,74.74943148319717,0.269775390625,78.47912215751253,0.27099609375
2,2,43.013681811554726,52.94441205585408,130319,58.423653263611335,73.32975702545129,86821,12.25573589590326,12.25573589590326,43498,62.59179398245843,0.387939453125,71.46671209688013,0.414306640625,41.497515371009854,45.87018368461546,11873,74.44331983805668,83.2011961685964,5928,8.64592094196804,8.64592094196804,5945,76.9140065695275,0.1533203125,80.58366438222458,0.22802734375
3,3,44.5084753566249,54.33341862042143,130319,61.140737839923524,75.8880545167012,86821,11.310864867350222,11.310864867350222,43498,65.31741342398269,0.3681640625,74.21170980274722,0.419189453125,41.8091468036722,45.90186346187596,11873,76.16396761133603,84.36113780075111,5928,7.552565180824222,7.552565180824222,5945,78.1436873578708,0.19677734375,81.56828865057254,0.19677734375
4,4,45.49298260422502,55.23419183110891,130319,62.86497506363668,77.48660629615058,86821,10.818888224745965,10.818888224745965,43498,67.10840322593022,0.359619140625,75.98513080316432,0.429931640625,42.457677082455994,46.570712860163,11873,77.09176788124157,85.32963457974279,5928,7.922624053826745,7.922624053826745,5945,79.11227154046998,0.24072265625,82.6928991772108,0.2666015625
5,5,46.28028146317882,55.9170232569503,130319,64.16995888091591,78.63478367932106,86821,10.572899903443837,10.572899903443837,43498,68.21184938497072,0.347900390625,77.04686934259624,0.421630859375,42.92933546702603,47.092495804442116,11873,78.10391363022941,86.44217319266885,5928,7.855340622371741,7.855340622371741,5945,79.55024004042787,0.3388671875,83.19732105738399,0.3388671875
6,6,46.75296771767739,56.33498626622966,130319,64.8714020801419,79.2540868594999,86821,10.588992597360798,10.588992597360798,43498,69.08816059055088,0.39990234375,77.9258985291001,0.416259765625,44.05794660153289,48.006322886139564,11873,79.26788124156545,87.1759567522157,5928,8.948696383515559,8.948696383515559,5945,80.5356691653331,0.1973876953125,83.96344986962886,0.1973876953125
7,7,47.17731105978407,56.71433659723616,130319,65.56593450893217,79.8810844267519,86821,10.474044783668214,10.474044783668214,43498,69.75191645116982,0.37158203125,78.55891353707003,0.413818359375,44.29377579381791,48.28531602524028,11873,80.06072874493927,88.05525593246921,5928,8.629100084104289,8.629100084104289,5945,80.80518824223027,0.11163330078125,84.26587272828426,0.152587890625
8,8,47.52415227250056,56.99623064194192,130319,65.9967058660923,80.21436957679691,86821,10.653363373028645,10.653363373028645,43498,70.23918231416754,0.35302734375,78.96719007300075,0.42822265625,44.15059378421629,48.09998839588374,11873,79.6221322537112,87.53224733878666,5928,8.78048780487805,8.78048780487805,5945,80.83887812684242,0.26513671875,84.27499805486511,0.28564453125
9,9,47.508805316185665,56.98655682858587,130319,66.14874281567823,80.37492195833131,86821,10.30392201940319,10.30392201940319,43498,70.45480705039174,0.384033203125,79.24625759674825,0.43310546875,44.38642297650131,48.25157155739177,11873,79.48717948717949,87.22856091445884,5928,9.386038687973087,9.386038687973087,5945,80.7883432999242,0.2047119140625,84.18562787707471,0.265380859375
10,10,47.74438109561921,57.117194449414434,130319,66.30077976526417,80.3694459111632,86821,10.706239367327234,10.706239367327234,43498,70.86303608836778,0.388671875,79.53925607171062,0.43896484375,44.521182514949885,48.365598187725254,11873,79.72334682860999,87.42320298293888,5928,9.419680403700589,9.419680403700589,5945,80.94837025183189,0.1724853515625,84.28102663228083,0.183837890625
